"gutenberg_id","text"
15,"that in his Island days, Queequeg, for one, must certainly have been"
15,"guilty of some murderous, convivial indiscretions. Alas! Dough-Boy!"
15,"hard fares the white waiter who waits upon cannibals. Not a napkin"
15,"should he carry on his arm, but a buckler. In good time, though, to his"
15,"great delight, the three salt-sea warriors would rise and depart; to"
15,"his credulous, fable-mongering ears, all their martial bones jingling"
15,"in them at every step, like Moorish scimetars in scabbards."
15,""
15,"But, though these barbarians dined in the cabin, and nominally lived"
15,"there; still, being anything but sedentary in their habits, they were"
15,"scarcely ever in it except at meal-times, and just before"
15,"sleeping-time, when they passed through it to their own peculiar"
15,"quarters."
15,""
15,"In this one matter, Ahab seemed no exception to most American whale"
15,"captains, who, as a set, rather incline to the opinion that by rights"
15,"the ship’s cabin belongs to them; and that it is by courtesy alone that"
15,"anybody else is, at any time, permitted there. So that, in real truth,"
15,"the mates and harpooneers of the Pequod might more properly be said to"
15,"have lived out of the cabin than in it. For when they did enter it, it"
15,"was something as a street-door enters a house; turning inwards for a"
15,"moment, only to be turned out the next; and, as a permanent thing,"
15,"residing in the open air. Nor did they lose much hereby; in the cabin"
15,"was no companionship; socially, Ahab was inaccessible. Though nominally"
15,"included in the census of Christendom, he was still an alien to it. He"
15,"lived in the world, as the last of the Grisly Bears lived in settled"
15,"Missouri. And as when Spring and Summer had departed, that wild Logan"
15,"of the woods, burying himself in the hollow of a tree, lived out the"
15,"winter there, sucking his own paws; so, in his inclement, howling old"
15,"age, Ahab’s soul, shut up in the caved trunk of his body, there fed"
15,"upon the sullen paws of its gloom!"
15,""
15,""
15,""
15,""
15,"CHAPTER XXXV. THE MAST-HEAD"
15,""
15,""
15,"It was during the more pleasant weather, that in due rotation with the"
15,"other seamen my first mast-head came round."
15,""
15,"In most American whalemen the mast-heads are manned almost"
15,"simultaneously with the vessel’s leaving her port; even though she may"
15,"have fifteen thousand miles, and more, to sail ere reaching her proper"
15,"cruising ground. And if, after a three, four, or five years’ voyage she"
15,"is drawing nigh home with anything empty in her—say, an empty vial"
15,"even—then, her mast-heads are kept manned to the last; and not till her"
15,"skysail-poles sail in among the spires of the port, does she altogether"
15,"relinquish the hope of capturing one whale more."
15,""
15,"Now, as the business of standing mast-heads, ashore or afloat, is a"
15,"very ancient and interesting one, let us in some measure expatiate"
15,"here. I take it, that the earliest standers of mast-heads were the old"
15,"Egyptians; because, in all my researches, I find none prior to them."
15,"For though their progenitors, the builders of Babel, must doubtless, by"
15,"their tower, have intended to rear the loftiest mast-head in all Asia,"
15,"or Africa either; yet (ere the final truck was put to it) as that great"
15,"stone mast of theirs may be said to have gone by the board, in the"
15,"dread gale of God’s wrath; therefore, we cannot give these Babel"
15,"builders priority over the Egyptians. And that the Egyptians were a"
15,"nation of mast-head standers, is an assertion based upon the general"
15,"belief among archæologists, that the first pyramids were founded for"
15,"astronomical purposes: a theory singularly supported by the peculiar"
15,"stair-like formation of all four sides of those edifices; whereby, with"
15,"prodigious long upliftings of their legs, those old astronomers were"
15,"wont to mount to the apex, and sing out for new stars; even as the"
15,"look-outs of a modern ship sing out for a sail, or a whale just bearing"
15,"in sight. In Saint Stylites, the famous Christian hermit of old times,"
15,"who built him a lofty stone pillar in the desert and spent the whole"
15,"latter portion of his life on its summit, hoisting his food from the"
15,"ground with a tackle; in him we have a remarkable instance of a"
15,"dauntless stander-of-mast-heads; who was not to be driven from his"
15,"place by fogs or frosts, rain, hail, or sleet; but valiantly facing"
15,"everything out to the last, literally died at his post. Of modern"
15,"standers-of-mast-heads we have but a lifeless set; mere stone, iron,"
15,"and bronze men; who, though well capable of facing out a stiff gale,"
15,"are still entirely incompetent to the business of singing out upon"
15,"discovering any strange sight. There is Napoleon; who, upon the top of"
15,"the column of Vendome, stands with arms folded, some one hundred and"
15,"fifty feet in the air; careless, now, who rules the decks below;"
15,"whether Louis Philippe, Louis Blanc, or Louis the Devil. Great"
15,"Washington, too, stands high aloft on his towering main-mast in"
15,"Baltimore, and like one of Hercules’ pillars, his column marks that"
15,"point of human grandeur beyond which few mortals will go. Admiral"
15,"Nelson, also, on a capstan of gun-metal, stands his mast-head in"
15,"Trafalgar Square; and ever when most obscured by that London smoke,"
15,"token is yet given that a hidden hero is there; for where there is"
15,"smoke, must be fire. But neither great Washington, nor Napoleon, nor"
15,"Nelson, will answer a single hail from below, however madly invoked to"
15,"befriend by their counsels the distracted decks upon which they gaze;"
15,"however it may be surmised, that their spirits penetrate through the"
15,"thick haze of the future, and descry what shoals and what rocks must be"
15,"shunned."
15,""
15,"It may seem unwarrantable to couple in any respect the mast-head"
15,"standers of the land with those of the sea; but that in truth it is not"
15,"so, is plainly evinced by an item for which Obed Macy, the sole"
15,"historian of Nantucket, stands accountable. The worthy Obed tells us,"
15,"that in the early times of the whale fishery, ere ships were regularly"
15,"launched in pursuit of the game, the people of that island erected"
15,"lofty spars along the sea-coast, to which the look-outs ascended by"
15,"means of nailed cleats, something as fowls go upstairs in a hen-house."
15,"A few years ago this same plan was adopted by the Bay whalemen of New"
15,"Zealand, who, upon descrying the game, gave notice to the ready-manned"
15,"boats nigh the beach. But this custom has now become obsolete; turn we"
15,"then to the one proper mast-head, that of a whale-ship at sea. The"
15,"three mast-heads are kept manned from sun-rise to sun-set; the seamen"
15,"taking their regular turns (as at the helm), and relieving each other"
15,"every two hours. In the serene weather of the tropics it is exceedingly"
15,"pleasant the mast-head; nay, to a dreamy meditative man it is"
15,"delightful. There you stand, a hundred feet above the silent decks,"
15,"striding along the deep, as if the masts were gigantic stilts, while"
15,"beneath you and between your legs, as it were, swim the hugest monsters"
15,"of the sea, even as ships once sailed between the boots of the famous"
15,"Colossus at old Rhodes. There you stand, lost in the infinite series of"
15,"the sea, with nothing ruffled but the waves. The tranced ship"
15,"indolently rolls; the drowsy trade winds blow; everything resolves you"
15,"into languor. For the most part, in this tropic whaling life, a sublime"
15,"uneventfulness invests you; you hear no news; read no gazettes; extras"
15,"with startling accounts of commonplaces never delude you into"
15,"unnecessary excitements; you hear of no domestic afflictions; bankrupt"
15,"securities; fall of stocks; are never troubled with the thought of what"
15,"you shall have for dinner—for all your meals for three years and more"
15,"are snugly stowed in casks, and your bill of fare is immutable."
15,""
15,"In one of those southern whalemen, on a long three or four years’"
15,"voyage, as often happens, the sum of the various hours you spend at the"
15,"mast-head would amount to several entire months. And it is much to be"
15,"deplored that the place to which you devote so considerable a portion"
15,"of the whole term of your natural life, should be so sadly destitute of"
15,"anything approaching to a cosy inhabitiveness, or adapted to breed a"
15,"comfortable localness of feeling, such as pertains to a bed, a hammock,"
15,"a hearse, a sentry box, a pulpit, a coach, or any other of those small"
15,"and snug contrivances in which men temporarily isolate themselves. Your"
15,"most usual point of perch is the head of the t’ gallant-mast, where you"
15,"stand upon two thin parallel sticks (almost peculiar to whalemen)"
15,"called the t’ gallant cross-trees. Here, tossed about by the sea, the"
15,"beginner feels about as cosy as he would standing on a bull’s horns. To"
15,"be sure, in cold weather you may carry your house aloft with you, in"
15,"the shape of a watch-coat; but properly speaking the thickest"
15,"watch-coat is no more of a house than the unclad body; for as the soul"
15,"is glued inside of its fleshly tabernacle, and cannot freely move about"
15,"in it, nor even move out of it, without running great risk of perishing"
15,"(like an ignorant pilgrim crossing the snowy Alps in winter); so a"
15,"watch-coat is not so much of a house as it is a mere envelope, or"
15,"additional skin encasing you. You cannot put a shelf or chest of"
15,"drawers in your body, and no more can you make a convenient closet of"
15,"your watch-coat."
15,""
15,"Concerning all this, it is much to be deplored that the mast-heads of a"
15,"southern whale ship are unprovided with those enviable little tents or"
15,"pulpits, called _crow’s-nests_, in which the lookouts of a Greenland"
15,"whaler are protected from the inclement weather of the frozen seas. In"
15,"the fire-side narrative of Captain Sleet, entitled “A Voyage among the"
15,"Icebergs, in quest of the Greenland Whale, and incidentally for the"
15,"re-discovery of the Lost Icelandic Colonies of Old Greenland;” in this"
15,"admirable volume, all standers of mast-heads are furnished with a"
15,"charmingly circumstantial account of the then recently invented"
15,"_crow’s-nest_ of the Glacier, which was the name of Captain Sleet’s"
15,"good craft. He called it the _Sleet’s crow’s-nest_, in honor of"
15,"himself; he being the original inventor and patentee, and free from all"
15,"ridiculous false delicacy, and holding that if we call our own children"
15,"after our own names (we fathers being the original inventors and"
15,"patentees), so likewise should we denominate after ourselves any other"
15,"apparatus we may beget. In shape, the Sleet’s crow’s-nest is something"
15,"like a large tierce or pipe; it is open above, however, where it is"
15,"furnished with a movable side-screen to keep to windward of your head"
15,"in a hard gale. Being fixed on the summit of the mast, you ascend into"
15,"it through a little trap-hatch in the bottom. On the after side, or"
15,"side next the stern of the ship, is a comfortable seat, with a locker"
15,"underneath for umbrellas, comforters, and coats. In front is a leather"
15,"rack, in which to keep your speaking trumpet, pipe, telescope, and"
15,"other nautical conveniences. When Captain Sleet in person stood his"
15,"mast-head in this crow’s nest of his, he tells us that he always had a"
15,"rifle with him (also fixed in the rack), together with a powder flask"
15,"and shot, for the purpose of popping off the stray narwhales, or"
15,"vagrant sea unicorns infesting those waters; for you cannot"
15,"successfully shoot at them from the deck owing to the resistance of the"
15,"water, but to shoot down upon them is a very different thing. Now, it"
15,"was plainly a labor of love for Captain Sleet to describe, as he does,"
15,"all the little detailed conveniences of his crow’s-nest; but though he"
15,"so enlarges upon many of these, and though he treats us to a very"
15,"scientific account of his experiments in this crow’s-nest, with a small"
15,"compass he kept there for the purpose of counteracting the errors"
15,"resulting from what is called the “local attraction” of all binnacle"
15,"magnets; an error ascribable to the horizontal vicinity of the iron in"
15,"the ship’s planks, and in the Glacier’s case, perhaps, to there having"
15,"been so many broken-down blacksmiths among her crew; I say, that though"
15,"the Captain is very discreet and scientific here, yet, for all his"
15,"learned “binnacle deviations,” “azimuth compass observations,” and"
15,"“approximate errors,” he knows very well, Captain Sleet, that he was"
15,"not so much immersed in those profound magnetic meditations, as to fail"
15,"being attracted occasionally towards that well replenished little"
15,"case-bottle, so nicely tucked in on one side of his crow’s nest, within"
15,"easy reach of his hand. Though, upon the whole, I greatly admire and"
15,"even love the brave, the honest, and learned Captain; yet I take it"
15,"very ill of him that he should so utterly ignore that case-bottle,"
15,"seeing what a faithful friend and comforter it must have been, while"
15,"with mittened fingers and hooded head he was studying the mathematics"
15,"aloft there in that bird’s nest within three or four perches of the"
15,"pole."
15,""
15,"But if we Southern whale-fishers are not so snugly housed aloft as"
15,"Captain Sleet and his Greenland-men were; yet that disadvantage is"
15,"greatly counterbalanced by the widely contrasting serenity of those"
15,"seductive seas in which we South fishers mostly float. For one, I used"
15,"to lounge up the rigging very leisurely, resting in the top to have a"
15,"chat with Queequeg, or any one else off duty whom I might find there;"
15,"then ascending a little way further, and throwing a lazy leg over the"
15,"top-sail yard, take a preliminary view of the watery pastures, and so"
15,"at last mount to my ultimate destination."
15,""
15,"Let me make a clean breast of it here, and frankly admit that I kept"
15,"but sorry guard. With the problem of the universe revolving in me, how"
15,"could I—being left completely to myself at such a thought-engendering"
15,"altitude,—how could I but lightly hold my obligations to observe all"
15,"whale-ships’ standing orders, “Keep your weather eye open, and sing out"
15,"every time.”"
15,""
15,"And let me in this place movingly admonish you, ye ship-owners of"
15,"Nantucket! Beware of enlisting in your vigilant fisheries any lad with"
15,"lean brow and hollow eye; given to unseasonable meditativeness; and who"
15,"offers to ship with the Phædon instead of Bowditch in his head. Beware"
15,"of such an one, I say; your whales must be seen before they can be"
15,"killed; and this sunken-eyed young Platonist will tow you ten wakes"
15,"round the world, and never make you one pint of sperm the richer. Nor"
15,"are these monitions at all unneeded. For nowadays, the whale-fishery"
15,"furnishes an asylum for many romantic, melancholy, and absent-minded"
15,"young men, disgusted with the carking cares of earth, and seeking"
15,"sentiment in tar and blubber. Childe Harold not unfrequently perches"
15,"himself upon the mast-head of some luckless disappointed whale-ship,"
15,"and in moody phrase ejaculates:—"
15,""
15,"“Roll on, thou deep and dark blue ocean, roll!"
15,"Ten thousand blubber-hunters sweep over thee in vain.”"
15,""
15,"Very often do the captains of such ships take those absent-minded young"
15,"philosophers to task, upbraiding them with not feeling sufficient"
15,"“interest” in the voyage; half-hinting that they are so hopelessly lost"
15,"to all honorable ambition, as that in their secret souls they would"
15,"rather not see whales than otherwise. But all in vain; those young"
15,"Platonists have a notion that their vision is imperfect; they are"
15,"short-sighted; what use, then, to strain the visual nerve? They have"
15,"left their opera-glasses at home."
15,""
15,"“Why, thou monkey,” said a harpooneer to one of these lads, “we’ve been"
15,"cruising now hard upon three years, and thou hast not raised a whale"
15,"yet. Whales are scarce as hen’s teeth whenever thou art up here.”"
15,"Perhaps they were; or perhaps there might have been shoals of them in"
15,"the far horizon; but lulled into such an opium-like listlessness of"
15,"vacant, unconscious reverie is this absent-minded youth by the blending"
15,"cadence of waves with thoughts, that at last he loses his identity;"
15,"takes the mystic ocean at his feet for the visible image of that deep,"
15,"blue, bottomless soul, pervading mankind and nature; and every strange,"
15,"half-seen, gliding, beautiful thing that eludes him; every"
15,"dimly-discovered, uprising fin of some undiscernible form, seems to him"
15,"the embodiment of those elusive thoughts that only people the soul by"
15,"continually flitting through it. In this enchanted mood, thy spirit"
15,"ebbs away to whence it came; becomes diffused through time and space;"
15,"like Cranmer’s sprinkled Pantheistic ashes, forming at last a part of"
15,"every shore the round globe over."
15,""
15,"There is no life in thee, now, except that rocking life imparted by a"
15,"gently rolling ship; by her, borrowed from the sea; by the sea, from"
15,"the inscrutable tides of God. But while this sleep, this dream is on"
15,"ye, move your foot or hand an inch; slip your hold at all; and your"
15,"identity comes back in horror. Over Descartian vortices you hover. And"
15,"perhaps, at mid-day, in the fairest weather, with one half-throttled"
15,"shriek you drop through that transparent air into the summer sea, no"
15,"more to rise for ever. Heed it well, ye Pantheists!"
15,""
15,""
15,""
15,""
15,"CHAPTER XXXVI. THE QUARTER-DECK"
15,""
15,""
15,"(_enter Ahab: Then, all._)"
15,""
15,"It was not a great while after the affair of the pipe, that one morning"
15,"shortly after breakfast, Ahab, as was his wont, ascended the"
15,"cabin-gangway to the deck. There most sea-captains usually walk at that"
15,"hour, as country gentlemen, after the same meal, take a few turns in"
15,"the garden."
15,""
15,"Soon his steady, ivory stride was heard, as to and fro he paced his old"
15,"rounds, upon planks so familiar to his tread, that they were all over"
15,"dented, like geological stones, with the peculiar mark of his walk. Did"
15,"you fixedly gaze, too, upon that ribbed and dented brow; there also,"
15,"you would see still stranger foot-prints—the foot-prints of his one"
15,"unsleeping, ever-pacing thought."
15,""
15,"But on the occasion in question, those dents looked deeper, even as his"
15,"nervous step that morning left a deeper mark. And, so full of his"
15,"thought was Ahab, that at every uniform turn that he made, now at the"
15,"main-mast and now at the binnacle, you could almost see that thought"
15,"turn in him as he turned, and pace in him as he paced; so completely"
15,"possessing him, indeed, that it all but seemed the inward mould of"
15,"every outer movement."
15,""
15,"“D’ye mark him, Flask?” whispered Stubb; “the chick that’s in him pecks"
15,"the shell. ’Twill soon be out.”"
15,""
15,"The hours wore on;—Ahab now shut up within his cabin; anon, pacing the"
15,"deck, with the same intense bigotry of purpose in his aspect."
15,""
15,"It drew near the close of day. Suddenly he came to a halt by the"
15,"bulwarks, and inserting his bone leg into the auger-hole there, and"
15,"with one hand grasping a shroud, he ordered Starbuck to send everybody"
15,"aft."
15,""
15,"“Sir!” said the mate, astonished at an order seldom or never given on"
15,"ship-board except in some extraordinary case."
15,""
15,"“Send everybody aft,” repeated Ahab. “Mast-heads, there! come down!”"
15,""
15,"When the entire ship’s company were assembled, and with curious and not"
15,"wholly unapprehensive faces, were eyeing him, for he looked not unlike"
15,"the weather horizon when a storm is coming up, Ahab, after rapidly"
15,"glancing over the bulwarks, and then darting his eyes among the crew,"
15,"started from his standpoint; and as though not a soul were nigh him"
15,"resumed his heavy turns upon the deck. With bent head and half-slouched"
15,"hat he continued to pace, unmindful of the wondering whispering among"
15,"the men; till Stubb cautiously whispered to Flask, that Ahab must have"
15,"summoned them there for the purpose of witnessing a pedestrian feat."
15,"But this did not last long. Vehemently pausing, he cried:—"
15,""
15,"“What do ye do when ye see a whale, men?”"
15,""
15,"“Sing out for him!” was the impulsive rejoinder from a score of clubbed"
15,"voices."
15,""
15,"“Good!” cried Ahab, with a wild approval in his tones; observing the"
15,"hearty animation into which his unexpected question had so magnetically"
15,"thrown them."
15,""
15,"“And what do ye next, men?”"
15,""
15,"“Lower away, and after him!”"
15,""
15,"“And what tune is it ye pull to, men?”"
15,""
15,"“A dead whale or a stove boat!”"
15,""
15,"More and more strangely and fiercely glad and approving, grew the"
15,"countenance of the old man at every shout; while the mariners began to"
15,"gaze curiously at each other, as if marvelling how it was that they"
15,"themselves became so excited at such seemingly purposeless questions."
15,""
15,"But, they were all eagerness again, as Ahab, now half-revolving in his"
15,"pivot-hole, with one hand reaching high up a shroud, and tightly,"
15,"almost convulsively grasping it, addressed them thus:—"
15,""
15,"“All ye mast-headers have before now heard me give orders about a white"
15,"whale. Look ye! d’ye see this Spanish ounce of gold?”—holding up a"
15,"broad bright coin to the sun—“it is a sixteen dollar piece, men. D’ye"
15,"see it? Mr. Starbuck, hand me yon top-maul.”"
15,""
15,"While the mate was getting the hammer, Ahab, without speaking, was"
15,"slowly rubbing the gold piece against the skirts of his jacket, as if"
15,"to heighten its lustre, and without using any words was meanwhile lowly"
15,"humming to himself, producing a sound so strangely muffled and"
15,"inarticulate that it seemed the mechanical humming of the wheels of his"
15,"vitality in him."
15,""
15,"Receiving the top-maul from Starbuck, he advanced towards the main-mast"
15,"with the hammer uplifted in one hand, exhibiting the gold with the"
15,"other, and with a high raised voice exclaiming: “Whosoever of ye raises"
15,"me a white-headed whale with a wrinkled brow and a crooked jaw;"
15,"whosoever of ye raises me that white-headed whale, with three holes"
15,"punctured in his starboard fluke—look ye, whosoever of ye raises me"
15,"that same white whale, he shall have this gold ounce, my boys!”"
15,""
15,"“Huzza! huzza!” cried the seamen, as with swinging tarpaulins they"
15,"hailed the act of nailing the gold to the mast."
15,""
15,"“It’s a white whale, I say,” resumed Ahab, as he threw down the"
15,"top-maul; “a white whale. Skin your eyes for him, men; look sharp for"
15,"white water; if ye see but a bubble, sing out.”"
15,""
15,"All this while Tashtego, Daggoo, and Queequeg had looked on with even"
15,"more intense interest and surprise than the rest, and at the mention of"
15,"the wrinkled brow and crooked jaw they had started as if each was"
15,"separately touched by some specific recollection."
15,""
15,"“Captain Ahab,” said Tashtego, “that white whale must be the same that"
15,"some call Moby Dick.”"
15,""
15,"“Moby Dick?” shouted Ahab. “Do ye know the white whale then, Tash?”"
15,""
15,"“Does he fan-tail a little curious, sir, before he goes down?” said the"
15,"Gay-Header deliberately."
15,""
15,"“And has he a curious spout,” too, said Daggoo, “very bushy, even for a"
15,"parmacetty, and mighty quick, Captain Ahab?”"
15,""
15,"“And he have one, two, tree—oh! good many iron in him hide, too,"
15,"Captain,” cried Queequeg disjointedly, “all twiske-tee betwisk, like"
15,"him—him—” faltering hard for a word, and screwing his hand round and"
15,"round as though uncorking a bottle—“like him—him—”"
15,""
15,"“Corkscrew!” cried Ahab, “aye, Queequeg, the harpoons lie all twisted"
15,"and wrenched in him; aye, Daggoo, his spout is a big one, like a whole"
15,"shock of wheat, and white as a pile of our Nantucket wool after the"
15,"great annual sheep-shearing; aye, Tashtego, and he fan-tails like a"
15,"split jib in a squall. Death and devils! men, it is Moby Dick ye have"
15,"seen—Moby Dick—Moby Dick!”"
15,""
15,"“Captain Ahab,” said Starbuck, who, with Stubb and Flask, had thus far"
15,"been eyeing his superior with increasing surprise, but at last seemed"
15,"struck with a thought which somewhat explained all the wonder. “Captain"
15,"Ahab, I have heard of Moby Dick—but it was not Moby Dick that took off"
15,"thy leg?”"
15,""
15,"“Who told thee that?” cried Ahab; then pausing, “Aye, Starbuck; aye, my"
15,"hearties all round; it was Moby Dick that dismasted me; Moby Dick that"
15,"brought me to this dead stump I stand on now. Aye, aye,” he shouted"
15,"with a terrific, loud, animal sob, like that of a heart-stricken moose;"
15,"“Aye, aye! it was that accursed white whale that razeed me; made a poor"
15,"pegging lubber of me for ever and a day!” Then tossing both arms, with"
15,"measureless imprecations he shouted out: “Aye, aye! and I’ll chase him"
15,"round Good Hope, and round the horn, and round the Norway Maelstrom,"
15,"and round perdition’s flames before I give him up. And this is what ye"
15,"have shipped for, men! to chase that white whale on both sides of land,"
15,"and over all sides of earth, till he spouts black blood and rolls fin"
15,"out. What say ye, men, will ye splice hands on it, now? I think ye do"
15,"look brave.”"
15,""
15,"“Aye, aye!” shouted the harpooneers and seamen, running closer to the"
15,"excited old man: “A sharp eye for the White Whale; a sharp lance for"
15,"Moby Dick!”"
15,""
15,"“God bless ye,” he seemed to half sob and half shout. “God bless ye,"
15,"men. Steward! go draw the great measure of grog. But what’s this long"
15,"face about, Mr. Starbuck; wilt thou not chase the white whale? art not"
15,"game for Moby Dick?”"
15,""
15,"“I am game for his crooked jaw, and for the jaws of Death too, Captain"
15,"Ahab, if it fairly comes in the way of the business we follow; but I"
15,"came here to hunt whales, not my commander’s vengeance. How many"
15,"barrels will thy vengeance yield thee even if thou gettest it, Captain"
15,"Ahab? it will not fetch thee much in our Nantucket market.”"
15,""
15,"“Nantucket market! Hoot! But come closer, Starbuck; thou requirest a"
15,"little lower layer. If money’s to be the measurer, man, and the"
15,"accountants have computed their great counting-house the globe, by"
15,"girdling it with guineas, one to every three parts of an inch; then,"
15,"let me tell thee, that my vengeance will fetch a great premium _here!_”"
15,""
15,"“He smites his chest,” whispered Stubb, “what’s that for? methinks it"
15,"rings most vast, but hollow.”"
15,""
15,"“Vengeance on a dumb brute!” cried Starbuck, “that simply smote thee"
15,"from blindest instinct! Madness! To be enraged with a dumb thing,"
15,"Captain Ahab, seems blasphemous.”"
15,""
15,"“Hark ye yet again,—the little lower layer. All visible objects, man,"
15,"are but as pasteboard masks. But in each event—in the living act, the"
15,"undoubted deed—there, some unknown but still reasoning thing puts forth"
15,"the mouldings of its features from behind the unreasoning mask. If man"
15,"will strike, strike through the mask! How can the prisoner reach"
15,"outside except by thrusting through the wall? To me, the white whale is"
15,"that wall, shoved near to me. Sometimes I think there’s naught beyond."
15,"But ’tis enough. He tasks me; he heaps me; I see in him outrageous"
15,"strength, with an inscrutable malice sinewing it. That inscrutable"
15,"thing is chiefly what I hate; and be the white whale agent, or be the"
15,"white whale principal, I will wreak that hate upon him. Talk not to me"
15,"of blasphemy, man; I’d strike the sun if it insulted me. For could the"
15,"sun do that, then could I do the other; since there is ever a sort of"
15,"fair play herein, jealousy presiding over all creations. But not my"
15,"master, man, is even that fair play. Who’s over me? Truth hath no"
15,"confines. Take off thine eye! more intolerable than fiends’ glarings is"
15,"a doltish stare! So, so; thou reddenest and palest; my heat has melted"
15,"thee to anger-glow. But look ye, Starbuck, what is said in heat, that"
15,"thing unsays itself. There are men from whom warm words are small"
15,"indignity. I meant not to incense thee. Let it go. Look! see yonder"
15,"Turkish cheeks of spotted tawn—living, breathing pictures painted by"
15,"the sun. The Pagan leopards—the unrecking and unworshipping things,"
15,"that live; and seek, and give no reasons for the torrid life they feel!"
15,"The crew, man, the crew! Are they not one and all with Ahab, in this"
15,"matter of the whale? See Stubb! he laughs! See yonder Chilian! he"
15,"snorts to think of it. Stand up amid the general hurricane, thy one"
15,"tost sapling cannot, Starbuck! And what is it? Reckon it. ’Tis but to"
15,"help strike a fin; no wondrous feat for Starbuck. What is it more? From"
15,"this one poor hunt, then, the best lance out of all Nantucket, surely"
15,"he will not hang back, when every foremast-hand has clutched a"
15,"whetstone? Ah! constrainings seize thee; I see! the billow lifts thee!"
15,"Speak, but speak!—Aye, aye! thy silence, then, _that_ voices thee."
15,"(_aside_) something shot from my dilated nostrils, he has inhaled it in"
15,"his lungs. Starbuck now is mine; cannot oppose me now, without"
15,"rebellion.”"
15,""
15,"“God keep me!—keep us all!” murmured Starbuck, lowly."
15,""
15,"But in his joy at the enchanted, tacit acquiescence of the mate, Ahab"
15,"did not hear his foreboding invocation; nor yet the low laugh from the"
15,"hold; nor yet the presaging vibrations of the winds in the cordage; nor"
15,"yet the hollow flap of the sails against the masts, as for a moment"
15,"their hearts sank in. For again Starbuck’s downcast eyes lighted up"
15,"with the stubbornness of life; the subterranean laugh died away; the"
15,"winds blew on; the sails filled out; the ship heaved and rolled as"
15,"before. Ah, ye admonitions and warnings! why stay ye not when ye come?"
15,"But rather are ye predictions than warnings, ye shadows! Yet not so"
15,"much predictions from without, as verifications of the foregoing things"
15,"within. For with little external to constrain us, the innermost"
15,"necessities in our being, these still drive us on."
15,""
15,"“The measure! the measure!” cried Ahab."
15,""
15,"Receiving the brimming pewter, and turning to the harpooneers, he"
15,"ordered them to produce their weapons. Then ranging them before him"
15,"near the capstan, with their harpoons in their hands, while his three"
15,"mates stood at his side with their lances, and the rest of the ship’s"
15,"company formed a circle round the group; he stood for an instant"
15,"searchingly eyeing every man of his crew. But those wild eyes met his,"
15,"as the bloodshot eyes of the prairie wolves meet the eye of their"
15,"leader, ere he rushes on at their head in the trail of the bison; but,"
15,"alas! only to fall into the hidden snare of the Indian."
15,""
15,"“Drink and pass!” he cried, handing the heavy charged flagon to the"
15,"nearest seaman. “The crew alone now drink. Round with it, round! Short"
15,"draughts—long swallows, men; ’tis hot as Satan’s hoof. So, so; it goes"
15,"round excellently. It spiralizes in ye; forks out at the"
15,"serpent-snapping eye. Well done; almost drained. That way it went, this"
15,"way it comes. Hand it me—here’s a hollow! Men, ye seem the years; so"
15,"brimming life is gulped and gone. Steward, refill!"
15,""
15,"“Attend now, my braves. I have mustered ye all round this capstan; and"
15,"ye mates, flank me with your lances; and ye harpooneers, stand there"
15,"with your irons; and ye, stout mariners, ring me in, that I may in some"
15,"sort revive a noble custom of my fisherman fathers before me. O men,"
15,"you will yet see that—Ha! boy, come back? bad pennies come not sooner."
15,"Hand it me. Why, now, this pewter had run brimming again, wer’t not"
15,"thou St. Vitus’ imp—away, thou ague!"
15,""
15,"“Advance, ye mates! Cross your lances full before me. Well done! Let me"
15,"touch the axis.” So saying, with extended arm, he grasped the three"
15,"level, radiating lances at their crossed centre; while so doing,"
15,"suddenly and nervously twitched them; meanwhile, glancing intently from"
15,"Starbuck to Stubb; from Stubb to Flask. It seemed as though, by some"
15,"nameless, interior volition, he would fain have shocked into them the"
15,"same fiery emotion accumulated within the Leyden jar of his own"
15,"magnetic life. The three mates quailed before his strong, sustained,"
15,"and mystic aspect. Stubb and Flask looked sideways from him; the honest"
15,"eye of Starbuck fell downright."
15,""
15,"“In vain!” cried Ahab; “but, maybe, ’tis well. For did ye three but"
15,"once take the full-forced shock, then mine own electric thing, _that_"
15,"had perhaps expired from out me. Perchance, too, it would have dropped"
15,"ye dead. Perchance ye need it not. Down lances! And now, ye mates, I do"
15,"appoint ye three cup-bearers to my three pagan kinsmen there—yon three"
15,"most honorable gentlemen and noblemen, my valiant harpooneers. Disdain"
15,"the task? What, when the great Pope washes the feet of beggars, using"
15,"his tiara for ewer? Oh, my sweet cardinals! your own condescension,"
15,"_that_ shall bend ye to it. I do not order ye; ye will it. Cut your"
15,"seizings and draw the poles, ye harpooneers!”"
15,""
15,"Silently obeying the order, the three harpooneers now stood with the"
15,"detached iron part of their harpoons, some three feet long, held, barbs"
15,"up, before him."
15,""
15,"“Stab me not with that keen steel! Cant them; cant them over! know ye"
15,"not the goblet end? Turn up the socket! So, so; now, ye cup-bearers,"
15,"advance. The irons! take them; hold them while I fill!” Forthwith,"
15,"slowly going from one officer to the other, he brimmed the harpoon"
15,"sockets with the fiery waters from the pewter."
15,""
15,"“Now, three to three, ye stand. Commend the murderous chalices! Bestow"
15,"them, ye who are now made parties to this indissoluble league. Ha!"
15,"Starbuck! but the deed is done! Yon ratifying sun now waits to sit upon"
15,"it. Drink, ye harpooneers! drink and swear, ye men that man the"
